BANHEIROS,COZINHA,LABORATÓRIO,ESPORTE,SALAS DE AULA,LEITURA,OUTROS,IDESP_AF
6,3,1,1,13,1,8,2.93
6,4,0,1,12,1,7,2.31
7,4,2,1,13,0,8,2.9
7,4,2,2,21,1,14,0.0
11,6,3,2,15,1,12,5.39
5,7,1,1,13,1,10,4.1
6,5,2,2,11,1,9,5.75
5,3,1,1,14,1,6,0.0
7,4,2,1,17,1,7,0.0
9,4,2,1,19,1,5,3.5
5,2,1,1,12,1,7,2.8
5,4,3,1,17,1,10,3.32
5,3,1,1,9,1,8,0.0
5,3,1,1,11,1,10,0.0
6,4,3,1,15,1,10,3.96
5,3,3,1,14,1,7,5.3
7,5,1,1,21,1,11,2.71
4,2,0,1,7,0,5,0.0
5,4,2,1,21,1,10,2.88
7,3,0,1,14,1,7,2.21
5,3,3,1,16,1,9,4.71
4,4,1,1,13,1,8,3.17
6,4,1,1,9,1,4,2.97
6,4,0,1,18,0,9,3.75
7,4,1,1,13,1,8,2.38
4,2,1,1,16,1,6,0.0
7,4,2,1,13,1,8,4.87
9,4,2,1,10,1,11,0.0
7,6,5,1,10,1,6,3.61
9,6,5,1,13,1,9,2.99
8,7,3,1,15,1,9,1.57
7,7,2,1,13,0,6,0.0
6,4,0,1,19,0,6,2.88
10,4,2,1,14,0,9,3.22
3,5,1,1,11,1,6,3.62
8,5,4,1,14,1,11,2.04
8,4,3,1,13,1,8,2.42
8,5,1,1,15,1,14,3.13
4,3,3,1,17,1,7,3.57
4,4,0,1,13,1,11,3.03
5,3,0,1,21,0,6,3.77
4,3,2,2,21,1,8,0.0
2,2,0,1,10,0,4,2.73
4,1,1,0,5,1,6,3.42
6,2,2,1,9,0,7,3.28
7,4,2,1,14,1,5,4.42
7,4,0,1,19,0,5,2.65
8,4,2,1,14,1,8,2.17
9,5,3,1,17,1,10,3.24
8,5,3,1,18,1,9,3.18
9,6,0,1,20,1,13,3.21
5,6,4,1,16,1,12,3.21
7,4,3,1,20,1,9,3.73
15,6,1,1,37,0,7,2.27
7,5,1,1,9,1,4,3.49
9,5,3,1,15,1,13,1.49
6,4,2,1,9,1,7,4.97
9,6,2,1,12,1,7,3.37
6,4,2,0,13,1,8,0.0
4,3,2,1,15,1,8,2.97
9,5,3,1,14,1,7,4.34
10,5,1,1,15,1,8,4.59
8,6,4,1,14,1,10,0.0
8,5,2,1,12,1,10,0.0
22,14,3,3,47,2,29,3.16
8,6,0,1,14,1,8,2.0
4,3,0,0,10,0,7,0.0
10,4,2,1,16,1,9,3.39
8,5,1,1,17,0,11,3.14
10,5,3,1,13,1,10,0.0
8,6,2,2,12,1,10,0.0
9,6,3,1,10,1,9,0.0
4,2,1,1,14,0,6,0.0
10,5,3,1,10,1,7,3.41
6,5,4,1,12,1,9,3.15
10,7,2,1,14,0,7,2.6
9,5,3,1,16,1,8,2.86
5,4,0,0,21,1,7,0.0
9,3,2,2,29,1,11,4.6
10,5,3,1,11,1,8,1.9
5,5,0,1,16,1,9,3.81
3,2,1,1,10,1,6,0.0
9,4,3,1,15,1,9,2.69
5,4,2,0,29,1,10,2.83
4,4,2,2,18,1,9,3.13
6,5,1,1,18,1,10,2.65
6,3,1,1,9,1,7,3.07
3,4,2,1,14,1,10,4.68
8,5,0,1,12,1,8,3.79
16,5,3,1,15,1,8,1.85
6,2,2,1,12,1,7,0.0
5,3,1,1,17,1,10,0.0
6,3,2,2,19,1,10,2.69
4,4,1,2,19,0,14,4.06
3,3,1,1,8,0,6,3.54
5,3,0,0,7,1,4,1.92
4,4,0,1,13,1,6,3.26
4,3,0,0,6,0,6,0.0
4,3,0,0,7,0,6,0.0
5,1,1,0,26,1,7,2.25
4,4,2,0,16,1,7,2.3
6,5,1,1,11,1,6,0.0
3,3,0,1,9,0,5,0.0
5,2,1,1,13,1,9,3.73
6,4,1,1,19,1,13,3.44
8,4,1,1,22,1,10,2.32
3,3,1,1,12,1,8,4.33
2,5,0,2,28,1,9,3.7
6,6,2,1,21,1,14,3.7
7,2,2,1,16,1,7,3.23
5,4,1,1,24,1,11,3.49
5,6,2,1,19,1,14,2.77
10,4,1,1,16,1,13,0.0
6,5,1,1,14,1,8,3.33
5,5,2,2,28,1,11,0.0
5,3,1,0,11,1,6,0.0
9,4,1,1,19,1,9,0.0
6,6,2,1,19,1,9,0.0
6,4,1,1,17,1,9,3.39
5,3,1,1,15,0,10,3.72
6,3,0,1,11,0,6,4.3
11,3,1,1,14,0,10,2.89
4,5,3,2,17,1,10,4.03
5,5,2,1,19,1,8,2.61
6,5,2,2,18,1,15,0.0
5,2,0,1,6,0,6,0.0
6,5,5,2,31,2,12,5.03
6,2,0,1,15,0,6,3.31
6,6,2,1,20,1,10,0.0
4,4,2,2,20,1,14,3.73
5,3,2,1,15,1,9,4.27
7,5,2,2,20,1,12,5.55
11,4,2,1,17,1,12,2.17
8,2,2,3,11,1,12,0.0
6,3,1,1,12,1,7,0.0
6,3,1,1,10,0,8,2.94
4,3,2,2,22,1,6,4.18
6,4,2,1,18,1,9,3.32
6,2,1,1,10,1,9,0.0
5,5,1,2,17,1,13,4.33
10,5,2,2,15,1,17,2.83
8,4,2,2,21,1,14,4.33
6,5,3,1,16,1,10,2.86
7,7,2,1,17,0,10,2.57
4,4,2,2,24,0,15,1.98
9,5,2,1,17,1,12,0.0
12,5,2,1,18,1,8,2.6
16,5,4,2,41,1,13,3.83
4,3,1,1,12,0,7,0.0
6,5,2,1,18,1,13,4.67
9,5,1,2,22,1,15,3.41
4,5,1,1,17,1,13,3.02
6,4,2,2,22,1,11,2.53
5,5,2,2,16,1,12,2.57
6,3,1,2,11,0,9,0.0
11,5,2,2,28,1,17,3.84
8,4,1,1,24,1,13,2.53
5,3,1,1,11,0,8,0.0
5,5,2,2,18,1,12,3.75
7,3,2,3,18,2,14,3.72
5,3,1,1,18,1,16,0.0
10,4,1,1,16,1,12,0.0
6,4,1,1,25,0,10,2.44
5,4,3,1,19,1,9,3.17
7,6,3,2,24,4,21,3.03
4,5,1,1,15,1,7,2.64
8,4,2,1,15,1,10,4.19
6,2,2,1,20,1,9,3.36
7,4,2,2,25,1,16,3.25
6,8,1,1,17,2,10,0.0
7,2,3,1,19,1,13,3.83
12,4,0,1,17,1,11,0.0
3,2,2,1,10,1,9,3.21
6,2,1,1,11,0,11,0.0
8,2,1,2,16,1,11,0.0
6,4,2,1,11,1,8,3.28
7,5,4,2,13,1,16,0.0
6,3,1,1,14,1,10,0.0
9,4,2,1,16,1,13,3.22
11,8,4,2,27,1,19,3.41
6,5,1,1,9,1,6,2.86
6,5,2,3,11,1,8,4.04
5,4,1,1,16,0,5,0.0
9,6,4,2,19,1,10,0.0
10,4,1,1,15,1,12,0.0
4,4,1,1,16,0,11,0.0
4,3,2,2,18,1,8,3.86
4,4,2,2,16,0,8,4.75
6,5,3,2,31,1,23,3.53
12,7,2,1,27,1,10,3.06
4,4,1,1,18,1,9,0.0
17,6,3,2,27,2,17,3.78
5,6,1,2,20,1,10,0.0
4,3,4,2,13,1,7,4.23
7,3,2,1,14,1,13,0.0
5,4,3,2,26,1,10,3.69
4,4,1,1,20,1,10,3.81
4,5,2,1,23,1,9,3.82
6,6,1,1,26,1,11,2.94
10,4,3,2,29,2,13,3.78
9,5,3,2,29,1,12,4.59
7,5,1,2,19,1,9,3.37
2,4,2,2,23,1,7,4.48
4,6,2,1,18,1,6,4.04
3,4,2,2,15,1,7,3.5
16,6,10,2,21,1,12,5.18
9,5,2,2,26,1,10,3.71
3,2,1,0,12,1,6,3.03
4,3,2,1,16,1,8,3.73
6,3,1,2,16,1,7,3.4
6,2,2,2,17,1,6,2.88
8,5,2,1,15,0,12,4.69
10,4,2,1,18,1,11,4.93
2,3,2,1,15,0,6,3.2
6,1,0,1,14,0,8,0.0
9,6,2,1,28,1,8,3.3
11,3,1,1,13,1,9,3.83
4,4,1,1,10,1,9,3.77
5,5,1,1,21,1,7,3.25
7,4,1,2,18,1,13,3.34
7,6,2,1,15,0,11,3.22
9,9,1,1,20,1,9,3.59
5,3,3,1,17,2,11,3.02
3,2,1,1,12,0,7,3.27
4,3,1,1,11,1,10,4.17
2,5,3,2,25,1,8,3.48
5,3,1,1,13,1,7,2.36
3,5,2,1,20,0,8,3.71
8,2,2,2,15,2,12,3.31
6,1,1,2,12,1,5,3.99
7,7,1,1,15,1,6,2.35
2,1,1,1,5,1,6,4.16
7,3,3,2,14,1,18,3.15
5,2,1,1,11,1,5,3.08
4,5,1,1,11,1,9,4.22
8,6,2,2,29,1,19,3.48
4,2,1,1,11,1,6,0.0
9,4,1,1,12,1,13,3.08
5,4,0,1,20,1,9,3.1
6,5,1,1,16,1,14,4.05
6,4,0,1,11,1,11,4.02
6,3,0,1,19,0,14,3.13
3,3,0,0,8,0,8,4.52
6,5,0,1,12,1,9,4.3
6,5,2,2,16,1,10,4.5
4,2,1,1,5,0,5,3.91
6,4,0,1,10,1,7,2.26
5,4,1,1,15,1,10,2.44
4,3,3,0,12,1,4,0.0
4,2,1,1,9,0,9,0.0
6,3,1,1,17,1,9,3.9
6,5,1,1,11,1,10,3.72
5,4,1,1,12,1,6,2.81
6,4,1,1,16,1,7,3.1
6,5,2,1,13,2,12,2.68
8,10,1,2,18,1,11,3.98
5,3,2,2,16,1,11,2.75
4,3,1,2,13,1,13,3.54
6,3,1,1,16,0,13,2.6
6,4,1,1,11,1,10,0.0
10,6,1,2,14,1,8,0.0
6,3,0,1,12,1,6,4.54
4,4,1,1,15,1,9,2.81
5,3,2,1,11,1,10,2.9
6,6,0,1,14,0,7,3.9
6,2,0,1,12,1,7,3.07
8,3,1,1,6,1,10,0.0
5,4,2,1,10,1,11,2.88
6,5,0,1,14,0,6,0.0
8,3,1,1,13,1,19,1.72
4,1,1,1,4,1,5,0.0
4,2,1,2,12,2,8,4.27
6,5,3,1,11,1,8,2.43
7,4,1,1,16,0,10,2.72
6,3,1,1,13,1,5,3.35
11,5,1,0,17,1,10,0.0
4,3,2,2,18,1,6,4.22
5,1,2,2,11,1,6,3.81
4,1,1,1,7,0,4,3.6
6,4,4,2,19,1,13,3.27
4,3,0,1,10,0,4,0.0
7,4,2,2,23,1,9,3.37
7,4,1,1,31,1,8,0.0
4,5,1,1,13,0,10,2.93
8,4,1,2,20,1,9,2.77
7,4,1,1,15,1,12,3.41
6,3,0,1,15,1,9,0.0
5,5,0,1,9,0,7,3.75
6,5,2,1,16,1,13,3.49
5,3,1,2,13,2,9,4.22
5,4,3,2,13,1,7,3.69
11,7,0,1,23,2,13,4.32
4,3,1,1,4,1,6,5.9
5,3,1,1,14,1,8,3.26
6,3,1,1,12,0,7,1.6
4,2,0,1,8,1,5,4.41
4,2,1,2,7,0,4,2.11
5,2,1,2,13,0,6,0.0
3,2,0,0,9,1,5,0.0
8,4,2,2,14,1,12,0.0
4,4,1,1,9,1,7,2.69
9,6,3,2,23,1,9,2.9
4,2,1,1,9,0,8,3.66
6,3,1,1,6,0,5,0.0
5,3,2,2,12,1,9,3.46
4,3,2,1,9,1,8,2.36
8,2,1,0,8,1,6,4.65
6,4,1,1,13,1,8,3.02
5,4,1,1,13,1,7,3.0
7,4,1,1,16,1,14,0.0
6,3,0,2,12,0,6,0.0
8,2,1,1,5,0,6,5.0
5,3,0,2,15,1,11,3.41
5,3,1,1,13,1,11,0.0
6,4,1,1,10,1,8,3.79
7,5,1,1,11,1,8,4.22
11,3,1,1,17,1,11,0.0
4,4,0,1,27,0,12,3.01
6,5,2,1,19,1,11,3.22
9,4,2,1,15,2,9,3.68
5,6,1,2,20,0,4,2.09
5,3,1,1,13,1,9,0.0
5,5,2,1,14,1,11,3.52
5,1,1,1,18,0,6,2.5
6,6,1,1,18,1,10,0.0
3,2,1,0,6,0,5,0.0
4,5,1,1,20,1,9,0.0
5,3,1,1,14,1,6,2.87
10,5,1,1,22,1,7,3.64
4,3,0,1,15,1,7,0.0
5,3,2,1,16,0,7,3.84
5,3,1,1,13,1,5,3.39
5,5,1,0,15,1,10,3.15
5,2,1,1,8,1,8,3.75
6,4,2,1,10,1,11,3.69
7,4,1,1,14,0,11,2.58
5,4,1,1,17,1,11,3.15
8,3,1,1,14,1,9,2.3
4,4,2,1,14,1,9,4.1
7,3,1,1,14,0,6,0.0
9,2,3,1,11,1,8,3.39
6,6,1,1,14,0,10,0.0
6,4,1,2,11,1,7,3.4
8,4,2,1,15,1,11,0.0
7,5,1,2,15,1,12,3.75
5,3,2,1,20,1,7,3.44
10,6,2,1,19,1,9,2.75
6,4,1,2,20,1,7,0.0
4,6,2,1,17,0,11,3.37
10,3,1,2,14,1,10,3.35
5,3,0,1,17,0,13,2.56
4,4,2,1,5,0,3,3.55
4,2,1,1,9,1,6,4.08
5,2,1,0,8,0,4,4.22
10,5,2,1,20,2,9,2.37
3,2,0,1,8,0,7,0.0
7,6,1,1,13,1,12,0.0
4,5,1,1,19,2,12,2.67
6,3,2,1,20,1,9,3.72
8,3,1,0,16,1,8,0.0
4,5,2,1,21,1,10,2.6
5,5,3,1,15,1,7,0.0
2,1,0,1,7,0,3,3.08
6,3,4,1,17,1,14,3.15
4,3,1,1,7,1,5,3.37
11,4,2,1,22,1,9,3.17
4,4,1,1,11,0,11,3.38
12,3,2,1,20,1,9,3.92
7,4,2,1,17,1,6,2.79
4,3,1,1,8,1,6,0.0
5,4,0,1,13,1,8,0.0
8,4,3,1,16,1,12,5.08
4,2,1,1,12,1,5,2.99
3,3,2,1,16,1,8,2.74
2,5,0,1,9,0,7,0.0
4,5,1,1,22,1,9,3.58
4,3,1,1,18,1,7,0.0
5,3,0,1,17,0,16,2.75
6,3,1,1,16,1,8,3.3
5,3,2,1,26,1,8,2.89
2,4,1,1,12,1,7,0.0
2,1,1,0,5,0,3,3.41
5,3,2,1,11,1,7,2.91
6,3,1,1,11,0,8,3.21
4,2,0,0,5,0,5,0.0
6,4,2,1,15,1,12,2.68
9,5,1,1,10,1,7,3.39
5,4,2,2,22,1,10,3.29
4,4,0,1,17,0,7,0.0
5,3,1,1,15,2,7,2.7
5,3,0,2,20,0,7,2.81
5,2,2,1,14,1,8,2.27
7,5,0,1,14,1,11,0.0
8,5,2,1,12,1,8,3.28
4,5,0,2,16,0,6,3.33
6,4,2,1,10,1,9,5.18
2,5,1,1,15,0,7,3.45
3,5,1,1,20,1,9,3.23
9,4,1,1,19,1,10,0.0
7,4,2,1,23,1,10,0.0
6,4,1,1,25,1,7,3.07
10,3,1,1,21,1,6,3.23
7,4,3,1,24,1,11,2.79
6,2,1,1,12,1,10,2.43
5,3,1,1,16,1,8,3.11
5,4,1,2,5,1,6,3.74
6,5,0,1,13,0,7,5.63
5,4,1,2,12,1,9,3.37
5,2,1,0,11,1,5,3.96
5,2,1,1,8,1,7,2.9
4,4,3,1,13,1,7,4.31
4,2,0,1,8,1,8,3.84
4,2,0,1,14,1,6,3.65
5,2,1,1,9,1,7,0.0
4,3,1,1,8,0,5,3.98
9,5,2,1,11,1,5,0.0
4,2,1,1,11,1,3,0.0
6,4,1,1,13,1,9,2.43
4,4,0,1,17,1,9,3.58
4,3,0,1,10,0,7,4.47
8,4,2,1,12,1,11,5.27
7,2,2,2,16,1,7,3.15
7,4,1,1,14,0,14,3.27
10,2,1,1,12,0,12,0.0
7,3,1,1,16,1,5,4.26
6,2,1,1,12,1,6,3.11
7,3,1,1,12,0,7,0.0
4,2,1,1,13,1,11,0.0
4,5,1,1,11,1,8,0.0
6,3,1,1,12,2,9,2.97
5,4,1,1,12,1,8,3.63
8,3,1,1,12,1,6,0.0
6,4,1,1,16,1,11,3.76
4,1,1,1,11,1,7,4.47
4,2,2,1,9,1,5,0.0
6,3,1,1,7,0,3,2.88
6,3,2,1,7,1,7,3.33
4,4,1,1,10,0,7,3.92
3,1,1,1,9,1,7,2.87
4,1,1,2,10,1,7,3.8
5,4,1,1,15,1,19,2.85
5,5,1,1,10,1,11,4.09
6,6,1,4,15,1,15,1.98
7,4,2,1,11,1,9,0.0
6,2,1,1,4,1,7,2.7
4,1,1,1,10,1,3,3.06
4,2,1,2,5,0,6,4.72
6,4,1,1,14,1,9,3.49
6,2,1,1,10,1,8,4.43
4,3,1,1,9,0,5,3.9
9,2,1,1,12,1,11,0.0
3,2,1,1,5,0,4,3.77
4,3,1,1,10,1,10,2.5
5,2,1,1,10,0,10,4.52
4,5,4,1,9,1,8,5.39
7,4,0,1,17,0,7,3.32
5,2,1,1,8,0,4,0.0
5,2,1,1,11,1,7,4.21
8,5,2,2,16,1,15,4.18
4,2,1,0,5,0,2,0.0
5,3,1,1,12,0,6,0.0
6,4,1,2,15,1,6,4.31
5,3,0,1,11,1,3,0.0
4,4,0,1,12,1,6,4.14
4,4,2,1,13,1,9,3.73
2,2,1,1,14,1,7,3.17
7,7,1,1,19,1,9,3.56
4,2,0,1,12,0,5,3.51
7,5,3,1,14,1,10,3.18
4,2,0,1,9,1,10,3.04
5,2,1,1,12,0,8,2.1
8,6,2,1,19,1,11,3.63
4,4,0,1,9,0,7,3.56
4,2,1,1,8,0,5,3.21
10,5,1,1,13,1,7,4.32
7,3,1,1,12,0,15,3.52
2,5,1,1,8,1,7,0.0
7,4,1,1,14,1,10,2.37
2,2,0,0,8,0,5,0.0
8,4,2,2,16,1,12,0.0
9,6,2,2,16,1,12,0.0
7,4,2,1,11,2,14,1.87
3,5,3,2,17,1,9,2.84
9,5,2,1,17,1,9,3.05
4,4,2,1,17,1,10,3.77
5,3,0,1,13,0,10,0.0
4,4,2,2,15,1,9,3.27
5,5,2,1,11,1,12,4.58
6,5,1,1,8,0,7,0.0
4,4,1,2,12,1,15,4.28
6,4,1,1,22,0,7,2.52
5,2,1,0,16,1,8,2.26
6,3,0,1,13,1,6,3.42
4,2,0,0,5,0,5,0.0
7,4,0,1,17,1,10,0.0
4,3,2,1,14,1,10,2.78
12,4,2,1,28,1,11,2.98
5,5,1,1,15,1,7,1.99
5,2,1,1,10,0,5,0.0
5,4,0,1,15,0,6,0.0
5,4,1,2,18,1,8,3.44
11,5,1,1,20,0,13,4.2
4,3,1,1,9,0,8,0.0
6,3,1,1,9,1,15,3.3
6,4,2,1,16,1,8,3.29
9,5,1,1,17,2,14,2.74
7,3,1,1,10,1,8,0.0
9,7,3,1,19,1,10,3.94
11,4,2,1,27,1,8,2.57
7,4,1,1,13,1,9,0.0
4,2,1,1,10,0,6,0.0
2,3,1,1,19,1,8,3.01
5,3,0,1,19,1,7,0.0
7,4,2,2,13,1,12,2.03
4,4,0,1,14,1,5,2.08
5,2,1,1,8,0,5,0.0
3,2,1,1,21,1,8,3.06
4,2,1,1,14,1,12,0.0
6,3,1,1,5,0,2,5.65
3,3,0,1,7,0,6,3.46
7,2,0,0,10,0,7,0.0
4,2,0,1,6,0,4,4.45
4,2,0,1,8,0,6,4.08
2,4,2,2,29,1,8,3.34
2,4,0,2,20,0,6,3.99
8,3,5,0,17,1,14,4.05
6,4,2,1,8,1,9,3.73
6,2,0,1,14,1,8,3.36
6,4,3,1,16,1,9,4.45
12,4,2,2,18,1,10,0.0
5,3,1,1,15,1,11,3.64
4,4,0,1,9,0,10,0.0
8,4,1,2,14,1,10,3.41
4,2,1,0,9,1,7,0.0
6,1,0,1,8,2,7,4.2
4,3,3,1,5,1,3,0.0
9,3,1,1,10,1,7,2.84
13,7,1,2,11,2,15,5.63
4,3,1,1,9,1,5,0.0
5,3,0,2,13,1,9,3.18
6,5,0,1,11,1,8,3.47
7,3,0,2,25,1,9,4.16
4,5,2,1,19,1,12,3.2
5,3,0,1,7,0,8,0.0
4,2,0,1,15,1,14,0.0
7,4,0,1,17,1,9,2.95
6,2,1,1,11,1,6,3.07
3,3,1,0,6,0,6,0.0
4,3,1,1,10,1,9,4.66
4,3,1,1,9,0,6,4.14
6,4,3,1,13,1,5,4.47
3,4,0,1,11,0,6,0.0
6,4,1,2,22,1,8,0.0
3,2,1,1,7,0,4,0.0
5,5,3,1,18,1,7,3.5
4,3,2,1,17,0,8,3.65
4,2,1,1,8,0,5,0.0
4,4,1,2,15,1,12,0.0
7,2,2,1,17,0,7,3.78
5,4,1,1,10,1,8,3.23
4,3,1,1,11,1,5,2.9
4,3,1,1,12,1,9,3.16
5,3,1,1,17,1,7,2.15
6,3,1,2,14,1,6,3.19
4,3,2,2,12,0,5,3.33
5,4,1,1,13,0,7,3.99
6,4,1,1,12,1,8,3.17
4,1,1,1,8,0,4,0.0
7,3,1,1,8,1,11,0.0
5,3,1,1,13,1,11,6.24
10,5,2,2,15,0,7,3.38
8,4,1,1,14,1,8,3.64
6,3,2,1,11,1,8,3.3
4,3,1,1,6,1,5,0.0
6,3,1,1,13,1,12,3.88
7,3,1,2,12,1,9,4.66
4,2,0,1,6,0,9,0.0
6,2,1,0,10,1,10,3.46
5,2,0,0,8,0,4,2.89
6,4,2,1,11,1,10,4.38
5,3,1,1,11,1,8,3.66
6,5,1,1,22,1,11,1.87
6,5,0,1,23,0,9,0.0
2,3,2,1,22,1,10,2.18
5,4,0,1,7,0,10,0.0
4,2,0,1,10,1,8,0.0
5,4,1,1,14,1,8,3.45
5,3,2,1,15,1,10,0.0
4,2,0,1,9,1,5,3.91
14,4,2,1,18,1,10,3.5
4,5,1,2,21,1,6,0.0
6,3,1,1,14,1,8,3.69
6,5,2,2,15,1,10,4.23
6,3,1,1,13,1,10,2.3
6,4,3,1,16,1,8,2.96
4,2,1,1,6,0,4,4.06
6,4,2,1,16,1,6,3.02
6,5,0,1,14,1,9,2.91
5,3,2,1,14,2,8,3.79
5,4,3,1,16,1,6,4.26
5,5,1,1,17,1,12,2.65
6,3,2,1,16,1,10,3.17
7,4,2,1,17,1,9,3.62
7,4,2,1,21,0,8,3.24
6,5,1,1,13,1,9,0.0
6,4,2,1,20,1,11,2.41
5,4,2,1,13,1,10,3.94
5,4,1,1,17,1,6,0.0
4,3,2,1,15,1,6,2.18
5,3,2,1,12,1,6,0.0
9,3,1,1,17,1,8,0.0
4,3,1,1,11,0,8,3.06
6,3,1,0,8,0,9,0.0
5,4,1,0,12,0,9,0.0
4,3,0,0,13,1,8,0.0
5,2,2,1,12,1,12,4.2
5,3,1,1,21,1,8,3.47
5,4,0,1,12,0,6,3.43
7,3,1,1,12,1,8,3.3
8,6,2,2,25,1,10,2.77
6,1,1,1,13,1,10,3.54
8,4,1,1,11,1,12,0.0
5,2,1,1,10,1,9,3.8
5,3,0,1,9,0,9,0.0
2,4,3,2,14,1,10,4.04
7,4,1,1,12,1,6,3.05
5,3,1,1,13,1,5,3.45
4,3,1,1,11,1,8,3.21
5,1,1,1,6,1,6,3.39
4,2,0,0,5,0,7,0.0
8,3,1,1,12,0,9,0.0
5,4,2,2,20,1,11,0.0
6,2,0,1,8,0,5,0.0
5,4,2,2,16,0,14,2.82
6,4,1,2,20,1,9,0.0
6,5,2,2,19,1,9,2.63
11,2,0,1,15,1,11,0.0
5,3,1,1,9,1,6,2.53
17,3,0,1,11,1,9,0.0
7,4,1,1,16,1,15,0.0
6,6,1,2,20,0,9,3.81
4,5,1,1,16,1,11,2.88
4,4,2,1,19,1,7,0.0
13,4,2,0,19,1,16,2.95
5,4,2,1,12,1,5,3.08
6,5,2,1,12,1,7,2.56
2,4,2,2,16,1,4,2.92
6,4,1,1,15,1,9,3.55
5,5,1,2,11,1,9,5.21
8,4,1,1,18,1,8,3.71
4,5,1,1,16,1,9,3.76
10,3,2,1,9,1,6,2.53
5,4,1,1,10,0,9,2.48
6,2,2,1,10,1,7,3.83
5,3,1,1,13,1,7,2.77
5,2,2,1,15,1,8,3.02
6,3,1,2,10,1,13,4.44
4,2,1,1,6,0,6,5.19
4,3,1,1,8,0,4,3.34
7,3,1,1,8,1,10,2.82
5,4,1,1,13,1,13,3.71
4,4,2,2,17,1,9,3.2
4,2,0,1,5,1,6,0.0
4,2,1,1,11,1,6,2.52
5,3,0,1,12,1,7,3.09
6,3,2,1,25,1,8,2.24
5,2,1,2,9,0,7,3.85
4,3,1,1,4,1,2,0.0
6,1,1,1,14,1,12,3.84
6,2,1,1,10,0,7,0.0
4,3,1,0,5,2,5,5.18
7,3,3,1,8,1,10,4.46
3,3,1,3,8,2,4,3.59
4,4,1,1,13,0,1,2.35
4,2,0,1,11,0,7,3.51
6,2,1,1,11,0,6,2.96
2,2,0,2,12,2,6,3.69
8,5,1,1,12,1,5,2.68
7,5,2,1,18,2,14,3.56
4,2,1,2,7,0,7,3.31
8,4,0,1,12,1,8,3.68
5,2,1,1,11,1,9,2.82
4,4,1,1,13,1,6,3.14
9,3,0,1,9,1,5,0.0
11,4,2,2,18,1,10,3.66
3,2,0,1,9,1,8,5.31
3,2,1,0,7,0,6,0.0
4,2,1,1,8,1,8,4.72
5,3,0,1,10,0,12,0.0
4,2,2,1,7,1,5,0.0
5,4,1,1,12,1,10,4.75
5,3,5,1,9,1,11,3.11
6,4,2,1,12,1,12,2.81
5,2,1,1,10,2,6,4.09
5,4,1,1,8,1,5,2.73
6,4,1,1,8,1,6,3.99
6,2,2,1,15,1,5,2.85
6,4,1,2,9,1,6,4.19
8,3,2,2,12,1,9,3.55
11,7,2,1,11,1,8,4.31
5,6,3,2,12,1,17,3.91
10,5,1,1,15,1,14,3.3
6,4,2,1,18,1,9,3.68
4,3,0,1,12,0,6,3.99
3,3,1,1,8,0,6,0.0
4,6,3,1,7,1,6,0.0
5,3,1,1,8,0,3,0.0
6,4,1,1,10,1,6,3.47
4,3,1,1,10,0,6,3.36
5,4,1,1,15,1,9,2.82
6,3,0,1,9,1,5,3.67
4,5,2,3,18,1,9,2.64
3,4,3,1,16,1,7,4.29
6,4,2,1,15,1,11,4.03
4,4,1,0,20,1,12,2.89
4,2,0,1,8,0,4,3.85
4,3,1,1,17,1,7,3.01
6,3,2,1,16,1,5,2.59
6,2,1,1,19,1,7,3.2
4,2,1,1,12,1,7,3.92
4,3,2,1,13,1,7,2.97
5,3,1,1,12,0,7,2.88
5,5,1,1,23,0,7,2.84
5,5,2,1,16,1,8,3.59
5,5,1,1,21,1,7,2.99
7,4,2,1,15,1,9,2.89
5,3,2,1,17,1,7,2.9
6,3,1,1,5,1,8,4.26
6,4,1,1,19,1,7,0.0
8,4,0,2,19,1,6,3.01
4,3,2,1,11,0,6,0.0
6,5,1,1,16,1,7,3.24
3,4,0,1,21,2,8,2.74
5,4,2,1,14,1,9,2.36
6,4,2,1,20,1,8,5.05
4,5,2,2,17,1,8,4.15
5,4,1,1,11,1,8,2.43
6,3,1,1,11,1,16,0.0
8,5,2,2,20,1,15,5.14
6,5,2,1,11,0,11,3.33
5,6,3,1,15,2,9,0.0
5,2,1,0,17,1,8,3.89
2,2,0,1,15,0,5,0.0
5,6,1,1,20,1,12,4.01
5,7,1,1,13,1,10,3.13
4,3,1,1,18,1,7,3.19
4,2,1,1,8,1,7,3.16
9,4,3,3,18,1,12,3.28
5,3,2,1,14,0,7,3.61
2,3,1,1,10,1,6,2.86
5,3,1,1,14,1,8,0.0
5,5,1,1,12,0,6,0.0
4,3,0,1,13,1,7,0.0
6,3,1,1,10,0,12,0.0
2,4,2,1,10,1,5,0.0
5,3,0,1,15,1,10,0.0
5,2,1,1,7,0,5,0.0
3,3,2,1,12,0,9,0.0
3,4,0,1,13,1,8,0.0
5,3,2,1,10,1,5,2.7
9,4,1,1,14,1,8,0.0
4,3,1,1,17,2,6,3.43
5,3,1,1,14,0,8,0.0
4,5,0,1,15,0,8,0.0
4,4,1,1,13,1,9,4.01
6,5,1,1,14,1,9,3.05
8,6,2,2,26,1,10,2.86
7,3,4,0,17,1,11,2.8
2,5,1,1,10,1,8,2.33
5,4,2,1,13,1,11,3.47
2,3,3,1,16,1,7,0.0
6,3,1,1,12,0,9,2.73
9,4,2,1,18,0,8,0.0
5,3,1,1,14,1,7,0.0
