BANHEIROS,COZINHA,LABORATÓRIO,ESPORTE,SALAS DE AULA,LEITURA,OUTROS,IDESP_AF,CLASSIFICACAO_NOTA
2,3,1,1,7,1,6,3.81,C
7,7,0,1,18,1,8,2.71,D
5,3,1,1,15,1,9,4.14,C
5,4,0,1,14,1,7,2.58,D
7,3,1,1,12,1,10,2.95,D
4,4,4,1,11,1,11,5.28,B
2,3,2,1,13,1,7,2.94,D
5,2,0,1,13,0,5,4.11,C
6,2,1,2,10,1,5,0.0,E
7,4,1,1,11,2,16,0.0,E
5,3,0,1,13,0,5,4.53,C
8,4,2,1,19,1,13,4.19,C
5,3,1,1,13,0,9,0.0,E
5,4,2,1,18,2,14,0.0,E
4,3,1,1,22,1,6,3.83,C
6,2,1,1,6,0,7,3.65,C
4,1,1,0,4,0,5,2.67,D
9,5,0,1,23,1,9,2.36,D
6,3,2,1,11,1,7,3.28,C
4,2,1,1,10,0,5,0.0,E
4,2,1,1,9,0,5,3.81,C
7,4,2,1,19,1,11,3.79,C
6,4,1,1,10,1,8,4.24,C
7,6,1,1,13,1,8,3.56,C
4,4,2,1,10,1,7,3.01,D
4,4,1,0,11,1,7,0.0,E
8,3,1,1,15,0,9,2.83,D
4,4,2,1,14,1,6,2.52,D
6,3,1,1,15,0,6,0.0,E
5,4,2,2,20,1,9,2.32,D
5,5,0,1,17,1,9,0.0,E
4,3,1,1,16,1,5,2.26,D
4,2,1,1,9,1,6,3.13,D
4,3,1,1,9,1,9,3.76,C
5,3,1,1,11,1,9,3.91,C
6,3,1,1,12,1,6,2.91,D
3,2,1,1,6,1,7,5.03,B
7,4,0,1,19,1,10,2.58,D
4,6,2,1,21,1,11,2.39,D
6,8,1,1,17,1,17,3.16,D
6,3,1,1,8,1,6,4.29,C
10,4,0,3,18,1,15,3.96,C
6,4,2,2,12,1,9,5.3,B
5,2,1,2,17,1,19,3.33,C
11,7,2,2,22,1,16,3.16,D
5,3,2,2,15,1,13,3.78,C
7,5,2,1,16,1,14,3.65,C
5,4,3,2,14,1,7,3.04,D
8,3,1,1,9,1,10,2.67,D
6,3,1,1,14,1,7,3.19,D
5,3,0,1,17,1,10,3.16,D
4,3,2,1,25,1,8,3.0,D
7,4,0,1,12,1,10,3.63,C
5,2,2,1,11,1,8,3.83,C
10,4,5,2,20,1,15,4.38,C
4,4,1,1,21,1,9,3.84,C
6,2,1,1,10,1,6,3.63,C
6,5,2,2,8,1,7,5.02,B
7,5,2,1,15,1,10,4.34,C
9,4,2,1,19,1,14,4.0,C
3,2,1,1,10,1,7,3.55,C
12,4,2,1,13,0,10,5.67,B
10,4,1,1,14,1,11,4.52,C
10,6,2,2,24,1,12,3.45,C
6,5,2,2,14,1,8,4.52,C
18,6,3,2,17,1,32,3.63,C
12,3,2,2,20,1,12,2.61,D
5,4,1,1,18,1,10,3.08,D
9,3,1,1,18,1,11,3.8,C
13,4,2,1,17,1,13,3.08,D
5,4,2,1,21,1,10,2.97,D
4,3,1,1,11,1,10,4.62,C
5,3,2,1,12,1,10,5.76,B
8,2,2,2,16,2,13,4.2,C
7,3,1,1,16,1,6,2.6,D
7,3,0,1,19,0,12,4.11,C
6,3,0,0,12,0,6,2.98,D
9,5,2,2,25,1,11,2.47,D
8,5,0,2,19,1,5,2.48,D
4,1,1,1,7,1,4,4.61,C
5,4,4,2,13,1,7,3.44,C
11,6,1,2,33,1,13,2.95,D
6,4,2,1,8,0,12,5.81,B
6,2,0,1,13,1,11,4.4,C
4,4,0,2,12,1,6,3.98,C
6,2,1,1,13,1,7,3.45,C
4,1,0,2,10,0,7,4.22,C
7,5,2,1,19,1,9,3.31,C
3,3,2,2,18,1,8,3.17,D
5,5,0,1,15,1,12,3.07,D
4,4,1,2,12,1,14,3.65,C
9,6,0,1,28,0,9,3.31,C
5,2,0,2,17,1,7,3.88,C
5,2,0,1,13,1,6,3.93,C
14,3,2,2,21,1,11,3.29,C
4,4,1,1,8,2,6,4.31,C
7,2,1,2,13,1,8,3.14,D
4,3,1,1,16,1,9,4.17,C
4,3,2,1,15,1,8,3.07,D
6,4,2,2,22,1,10,3.62,C
6,1,0,2,10,1,9,4.0,C
4,3,1,1,13,1,7,3.59,C
6,2,0,1,12,1,7,2.84,D
5,3,0,1,16,1,10,3.38,C
12,5,3,2,14,1,11,4.8,C
6,4,1,1,10,1,6,3.09,D
4,3,1,1,10,0,6,3.97,C
5,4,1,1,15,1,9,3.41,C
6,3,0,1,9,1,5,3.15,D
4,5,2,3,18,1,9,2.81,D
3,4,3,1,16,1,7,4.38,C
6,4,2,1,15,1,11,3.65,C
4,4,1,0,20,1,12,2.28,D
4,2,0,1,8,0,4,3.59,C
4,3,1,1,17,1,7,3.52,C
6,3,2,1,16,1,5,2.36,D
6,2,1,1,19,1,7,2.83,D
4,2,1,1,12,1,7,3.85,C
4,3,2,1,13,1,7,2.21,D
5,3,1,1,12,0,7,3.32,C
5,5,1,1,23,0,7,2.72,D
5,5,2,1,16,1,8,2.87,D
5,5,1,1,21,1,7,2.97,D
7,4,2,1,15,1,9,2.65,D
5,3,2,1,17,1,7,3.05,D
6,3,1,1,5,1,8,3.34,C
8,4,0,2,19,1,6,3.75,C
6,5,1,1,16,1,7,3.08,D
3,4,0,1,21,2,8,2.28,D
5,4,2,1,14,1,9,2.77,D
6,4,2,1,20,1,8,4.59,C
4,5,2,2,17,1,8,3.07,D
5,4,1,1,11,1,8,2.27,D
6,5,2,1,11,0,11,2.95,D
5,2,1,0,17,1,8,3.59,C
5,6,1,1,20,1,12,3.85,C
5,7,1,1,13,1,10,3.41,C
4,3,1,1,18,1,7,3.11,D
4,2,1,1,8,1,7,2.81,D
9,4,3,3,18,1,12,3.06,D
5,3,2,1,14,0,7,3.14,D
2,3,1,1,10,1,6,3.04,D
5,3,2,1,10,1,5,3.36,C
4,3,1,1,17,2,6,2.92,D
6,5,1,1,14,1,9,3.39,C
8,6,2,2,26,1,10,2.54,D
7,3,4,0,17,1,11,3.37,C
2,5,1,1,10,1,8,2.92,D
5,4,2,1,13,1,11,3.22,D
6,3,1,1,12,0,9,2.97,D
9,4,2,1,18,0,8,2.1,D
5,4,1,1,22,1,7,2.23,D
5,3,0,2,14,0,8,3.0,D
8,4,1,1,12,1,7,2.16,D
5,3,1,1,12,1,8,2.83,D
4,3,1,1,10,1,8,3.9,C
4,2,0,1,8,1,6,4.26,C
7,5,1,1,18,1,8,3.79,C
4,2,1,1,9,1,6,3.95,C
5,4,2,1,13,1,9,4.03,C
4,3,1,2,11,1,6,2.86,D
8,5,1,1,21,0,14,4.23,C
7,3,0,1,13,0,6,3.78,C
4,4,1,1,20,1,9,2.28,D
5,2,0,1,9,1,6,4.43,C
4,3,1,1,10,1,5,2.8,D
5,3,1,1,16,1,8,3.39,C
5,5,2,1,8,1,7,4.76,C
5,2,1,1,7,0,5,4.68,C
4,3,1,1,17,0,6,2.88,D
4,3,1,1,8,1,6,4.37,C
4,2,1,1,6,1,4,3.33,C
4,2,1,2,7,1,8,3.02,D
3,4,3,2,21,2,9,2.09,D
2,4,2,1,15,0,7,2.97,D
7,7,1,3,23,1,8,2.9,D
8,4,1,1,14,1,13,2.89,D
6,4,1,1,13,1,12,3.67,C
6,2,0,1,17,0,8,3.45,C
5,4,2,1,18,1,10,3.42,C
8,3,1,2,16,1,10,4.43,C
4,2,1,1,14,1,4,2.76,D
5,3,0,1,19,0,9,3.27,C
4,2,2,1,13,1,6,2.7,D
4,2,3,1,10,0,9,3.55,C
6,4,1,2,18,2,7,3.19,D
7,3,1,1,13,1,10,2.79,D
4,3,2,1,18,1,10,4.26,C
5,4,1,0,20,1,9,3.64,C
6,3,1,1,11,1,9,4.75,C
7,4,2,2,30,1,10,2.63,D
7,5,1,1,17,1,8,2.98,D
5,2,1,1,17,1,11,3.08,D
4,2,1,1,16,1,5,2.25,D
7,4,2,1,30,1,17,3.26,C
4,3,1,1,13,1,9,2.5,D
11,6,3,1,22,1,17,3.83,C
8,3,2,1,21,1,10,2.82,D
6,3,0,1,22,0,9,2.84,D
7,5,2,2,18,1,12,3.14,D
8,4,2,1,24,1,7,2.22,D
4,2,1,1,16,1,7,2.9,D
3,2,1,0,10,1,8,3.78,C
4,4,2,1,22,1,7,3.13,D
5,3,0,1,20,1,8,2.84,D
10,6,2,1,22,1,16,2.8,D
5,2,0,1,10,1,10,3.34,C
8,5,1,2,13,1,9,3.22,D
5,4,3,3,18,1,16,5.48,B
4,3,1,1,10,1,6,3.86,C
13,6,2,2,21,1,12,4.58,C
5,5,1,2,12,2,6,4.35,C
9,4,2,1,19,1,12,3.12,D
5,4,2,2,30,1,15,2.56,D
6,5,2,1,22,1,12,3.28,C
6,5,0,1,23,0,8,1.72,D
9,5,3,1,17,1,9,2.86,D
11,4,1,1,19,1,17,2.75,D
4,3,2,1,15,1,8,4.34,C
4,3,2,1,14,0,8,2.26,D
4,4,2,1,20,1,7,2.44,D
4,3,2,1,19,1,7,2.8,D
5,5,0,1,10,0,8,3.55,C
6,3,2,1,10,0,9,2.16,D
6,3,2,1,22,1,8,3.94,C
3,3,2,1,22,1,8,2.81,D
5,3,1,1,14,1,9,3.81,C
5,3,1,1,15,1,6,3.29,C
4,2,0,1,12,0,9,2.66,D
5,2,0,1,9,1,9,4.24,C
6,6,2,2,14,1,10,3.7,C
4,3,0,1,8,0,7,2.32,D
9,2,6,2,24,2,8,3.82,C
4,2,1,0,10,1,5,3.43,C
5,3,1,2,11,1,5,3.0,D
8,7,1,1,17,2,15,2.83,D
4,1,1,1,7,0,5,3.17,D
5,3,2,2,11,1,7,3.63,C
7,3,2,2,11,1,13,3.2,D
4,2,0,1,10,0,6,4.42,C
7,4,2,2,19,1,8,2.6,D
4,4,1,2,10,1,7,3.07,D
5,2,2,1,20,1,10,3.4,C
5,3,1,1,7,1,6,2.75,D
10,4,2,2,14,1,16,3.83,C
3,3,1,1,11,1,6,3.27,C
5,4,0,1,10,0,8,2.53,D
6,4,1,1,8,1,9,3.07,D
10,4,3,2,21,1,11,4.26,C
5,4,1,2,20,1,8,3.28,C
5,3,1,1,16,1,10,2.14,D
7,4,1,1,15,1,9,2.01,D
8,4,2,1,22,1,8,2.78,D
8,4,2,1,16,1,9,3.61,C
18,5,3,1,31,1,19,4.43,C
6,5,2,1,17,1,9,3.21,D
5,4,2,1,11,1,9,2.7,D
8,4,1,2,19,1,15,3.87,C
3,2,1,1,8,1,5,3.05,D
6,4,1,2,18,2,8,2.38,D
6,2,0,1,12,0,8,2.37,D
6,3,1,1,14,0,9,3.44,C
4,2,1,1,8,1,6,3.16,D
3,2,1,1,7,1,7,2.48,D
4,2,0,1,14,1,10,3.34,C
11,6,2,2,23,2,10,2.23,D
12,6,4,2,30,2,24,3.38,C
4,4,0,1,11,1,5,2.94,D
5,3,1,2,14,1,11,3.29,C
5,7,1,1,18,1,10,2.89,D
5,3,0,1,17,1,17,4.12,C
4,3,1,0,7,0,7,3.23,D
5,5,2,1,16,2,15,4.31,C
7,4,0,1,11,1,7,3.49,C
8,3,0,1,12,0,5,3.44,C
7,3,0,1,14,1,9,4.22,C
5,1,1,1,7,0,4,4.4,C
4,3,1,0,5,1,7,4.26,C
7,3,2,1,9,1,9,3.2,D
4,2,1,1,8,1,7,2.89,D
10,4,2,2,12,1,15,4.82,C
5,3,1,1,17,0,11,4.21,C
5,2,2,1,13,1,10,3.6,C
6,2,1,1,12,1,11,2.98,D
6,3,1,1,12,1,5,2.76,D
14,4,2,2,19,1,15,3.1,D
4,3,1,1,18,0,11,3.86,C
4,3,0,1,21,1,8,2.86,D
5,4,1,1,16,1,7,3.01,D
7,3,1,1,19,2,8,3.16,D
5,3,1,2,15,1,10,3.48,C
6,5,1,1,9,1,12,3.79,C
5,1,1,1,16,1,8,3.41,C
4,4,1,2,18,1,11,3.33,C
7,4,1,1,7,2,9,3.97,C
7,3,2,1,12,1,6,3.85,C
4,4,1,2,10,1,12,2.12,D
4,1,1,2,9,1,6,2.31,D
7,5,2,1,19,1,19,3.12,D
7,4,2,2,21,1,16,2.14,D
10,3,2,1,19,1,12,3.59,C
9,2,1,2,16,1,8,2.79,D
6,2,1,1,7,1,15,3.54,C
6,3,1,1,7,1,4,3.63,C
6,3,0,1,7,1,11,2.73,D
4,2,1,1,6,0,5,4.19,C
8,5,3,1,21,0,10,3.4,C
10,4,2,1,14,1,12,3.48,C
4,4,1,1,9,0,6,2.91,D
4,2,1,1,10,1,6,2.33,D
6,3,1,2,14,1,10,3.87,C
6,5,3,1,23,1,10,2.76,D
7,3,1,2,13,0,14,0.0,E
5,1,1,1,7,1,17,0.0,E
8,3,1,2,11,1,10,0.0,E
8,5,2,2,18,1,12,3.51,C
5,3,1,1,14,1,19,2.28,D
8,3,1,1,10,2,16,0.0,E
5,4,1,1,15,1,21,0.0,E
6,5,1,2,13,1,11,3.15,D
11,4,2,2,13,1,12,4.52,C
5,2,1,1,9,1,8,2.92,D
6,4,4,1,13,1,12,0.0,E
5,2,1,2,9,1,7,3.96,C
9,4,2,3,12,1,9,3.4,C
4,3,0,1,14,0,11,2.67,D
6,4,1,1,21,0,16,2.57,D
5,5,1,1,8,1,10,3.01,D
6,4,1,0,9,1,7,0.0,E
5,5,0,2,19,0,9,3.81,C
4,2,0,1,7,2,4,2.95,D
10,4,2,1,16,1,18,3.09,D
5,6,2,1,20,1,8,4.14,C
4,3,2,1,9,1,10,3.93,C
6,2,1,1,14,1,8,4.26,C
4,4,0,1,11,0,7,3.06,D
5,2,1,1,9,0,6,3.0,D
5,3,0,1,16,1,7,2.97,D
7,4,1,2,22,2,16,0.0,E
7,3,0,1,17,0,7,3.02,D
6,4,2,1,17,1,8,3.83,C
4,2,0,2,26,0,12,0.0,E
6,3,1,1,12,1,15,2.78,D
5,2,0,1,11,1,8,3.29,C
6,6,1,1,19,1,10,0.0,E
6,5,2,1,12,1,9,2.71,D
5,5,2,1,14,1,10,3.22,D
5,2,1,1,9,1,8,3.69,C
5,5,1,2,14,1,9,4.21,C
5,4,1,1,13,1,12,3.74,C
5,2,1,1,7,0,7,2.57,D
6,4,1,1,11,0,11,2.91,D
6,4,1,1,12,1,10,4.72,C
9,4,1,1,18,1,9,3.03,D
6,5,3,2,24,1,12,0.0,E
8,3,1,1,12,1,11,2.48,D
4,4,1,1,12,1,8,2.19,D
4,3,1,1,12,1,8,3.36,C
4,4,0,1,11,2,8,0.0,E
3,4,1,2,14,1,8,0.0,E
4,2,1,1,9,1,8,3.97,C
5,4,3,1,20,1,12,2.58,D
4,3,2,2,11,2,10,0.0,E
6,2,1,1,7,2,7,3.4,C
8,3,2,3,26,1,14,3.53,C
4,4,2,1,17,1,11,3.58,C
4,3,1,1,14,1,6,2.74,D
7,3,1,1,14,1,12,0.0,E
5,3,3,0,16,1,8,2.5,D
7,3,1,1,15,1,9,3.09,D
4,3,0,2,11,0,7,3.72,C
6,3,2,1,9,1,8,3.22,D
4,3,1,1,7,1,6,3.33,C
8,4,2,1,17,1,8,2.86,D
12,5,2,2,32,1,15,3.0,D
5,3,1,1,8,1,7,3.52,C
8,5,1,2,13,2,9,0.0,E
9,5,0,1,12,1,12,0.0,E
5,3,4,1,8,1,10,0.0,E
6,4,3,2,14,1,12,0.0,E
5,4,0,1,16,1,10,2.22,D
14,5,1,2,25,1,19,2.98,D
8,4,2,2,20,1,8,4.5,C
5,4,1,1,10,0,4,2.63,D
7,6,2,2,18,1,10,3.21,D
4,0,0,1,12,0,3,3.96,C
5,4,3,1,21,1,13,4.22,C
7,3,2,1,9,1,9,0.0,E
3,5,1,1,23,1,6,3.31,C
4,1,1,1,24,1,7,0.0,E
4,3,2,1,17,1,8,0.0,E
7,4,2,1,18,1,8,2.7,D
8,5,2,1,21,1,13,4.14,C
10,5,2,1,13,1,8,2.51,D
6,5,1,1,14,1,12,2.67,D
7,6,6,1,26,1,16,0.0,E
4,3,0,1,19,1,7,0.0,E
4,5,0,1,17,1,8,0.0,E
5,4,1,1,16,0,6,2.74,D
4,3,1,2,19,1,6,3.3,C
8,4,1,1,17,1,9,2.55,D
6,4,1,1,18,1,9,3.36,C
7,3,0,1,24,0,11,0.0,E
7,3,0,1,19,0,9,0.0,E
4,3,1,1,12,0,11,0.0,E
7,5,3,2,20,2,9,4.44,C
12,4,1,2,28,1,11,2.45,D
7,2,1,2,10,0,9,3.62,C
7,5,1,1,26,0,11,2.81,D
5,3,0,1,19,1,7,2.56,D
5,4,1,0,16,1,8,3.11,D
2,4,1,1,13,0,7,3.81,C
4,3,2,2,9,1,11,3.18,D
5,3,1,1,20,1,11,2.69,D
6,4,1,2,15,2,8,0.0,E
6,3,0,1,13,0,9,3.97,C
8,4,1,1,27,1,10,3.49,C
8,2,2,2,15,2,10,3.07,D
4,3,1,1,9,1,7,0.0,E
7,3,3,2,14,1,8,2.34,D
4,2,1,1,7,1,6,2.33,D
5,3,1,1,6,0,8,2.72,D
7,4,2,1,14,1,9,2.49,D
9,4,0,1,12,0,10,0.0,E
6,6,3,3,20,1,18,3.99,C
5,3,2,1,17,1,10,2.86,D
6,3,1,1,9,0,8,4.06,C
4,2,2,1,17,1,10,2.71,D
4,3,1,1,9,0,6,2.56,D
5,4,2,1,18,1,8,3.75,C
5,3,1,1,13,0,8,3.77,C
5,3,0,0,18,1,7,0.0,E
9,5,2,1,26,1,10,4.33,C
5,5,2,2,22,1,8,3.67,C
4,2,1,1,10,0,8,0.0,E
5,4,1,2,20,1,9,3.03,D
6,3,1,0,21,1,7,3.02,D
4,4,1,1,11,1,15,0.0,E
5,4,1,1,16,0,9,0.0,E
4,2,2,1,15,1,6,3.23,D
5,3,1,1,20,0,9,3.02,D
4,3,1,2,14,1,7,4.42,C
8,3,1,1,15,0,9,3.51,C
5,4,1,1,17,1,8,0.0,E
6,4,2,2,15,1,9,2.96,D
5,3,2,2,15,2,19,2.51,D
4,4,2,1,22,1,15,4.26,C
9,4,2,1,22,1,11,3.12,D
4,2,0,1,20,1,6,3.21,D
5,1,1,1,24,0,15,2.8,D
8,4,2,2,10,1,8,5.37,B
4,3,1,1,13,1,6,4.0,C
5,5,2,1,16,1,7,3.48,C
4,3,1,1,10,1,4,0.0,E
5,4,3,1,22,1,10,3.22,D
5,3,1,1,12,2,6,3.57,C
5,4,1,1,15,1,8,0.0,E
3,4,1,0,14,0,8,3.72,C
5,2,1,1,13,1,7,0.0,E
16,5,1,1,23,1,10,2.85,D
4,4,1,2,12,1,13,0.0,E
6,4,2,1,18,0,10,0.0,E
5,4,1,2,25,1,9,1.85,D
4,4,2,1,20,1,8,2.84,D
7,4,1,1,18,0,12,0.0,E
5,3,1,1,7,2,5,3.82,C
6,5,1,1,20,1,11,1.81,D
2,2,0,1,10,0,5,0.0,E
6,3,5,1,20,1,8,2.35,D
3,2,1,1,14,0,9,0.0,E
6,3,2,1,18,1,10,3.87,C
4,3,2,1,18,2,5,1.93,D
0,3,3,0,9,1,3,0.0,E
5,5,2,1,16,1,7,3.43,C
7,2,1,0,16,0,9,0.0,E
13,5,6,2,13,1,19,0.0,E
7,5,0,1,16,1,10,0.0,E
9,2,1,1,19,1,8,0.0,E
8,3,0,1,13,1,8,0.0,E
6,4,2,1,21,1,10,0.0,E
6,4,1,1,13,1,18,0.0,E
3,4,3,2,21,2,9,3.18,D
2,4,2,1,15,0,7,2.72,D
6,3,1,1,15,1,12,0.0,E
5,4,0,2,18,0,7,0.0,E
7,7,1,3,23,1,8,2.65,D
8,4,1,1,14,1,13,3.8,C
8,5,2,1,14,1,9,0.0,E
6,3,1,1,11,0,6,0.0,E
5,4,1,1,15,1,9,0.0,E
8,2,1,1,10,1,9,0.0,E
6,4,1,1,13,1,12,4.0,C
6,2,0,1,17,0,8,2.97,D
5,4,2,1,18,1,10,3.56,C
8,3,1,2,16,1,10,4.77,C
4,2,1,1,14,1,4,2.86,D
5,3,0,1,19,0,9,2.95,D
4,2,2,1,13,1,6,2.92,D
4,2,3,1,10,0,9,4.79,C
7,5,1,2,14,1,13,0.0,E
6,4,1,2,18,2,7,3.4,C
7,3,1,1,13,1,10,4.18,C
4,3,2,1,18,1,10,3.58,C
5,4,1,1,13,1,10,0.0,E
7,4,1,0,19,1,9,0.0,E
5,4,1,0,20,1,9,4.23,C
6,3,1,1,11,1,9,4.99,B
7,4,2,2,30,1,10,2.91,D
8,5,1,1,16,1,13,0.0,E
5,3,1,1,11,0,12,0.0,E
6,4,4,2,17,2,9,0.0,E
7,5,1,1,17,1,8,2.64,D
6,3,1,1,16,1,10,0.0,E
6,2,0,1,12,1,5,0.0,E
5,2,1,1,17,1,11,3.22,D
6,2,2,1,23,1,7,0.0,E
4,2,1,1,16,1,5,2.05,D
5,3,2,1,10,1,8,0.0,E
7,4,2,1,30,1,17,3.05,D
4,3,1,1,13,1,9,3.27,C
11,6,3,1,22,1,17,3.46,C
8,3,2,1,21,1,10,3.21,D
6,3,0,1,22,0,9,2.76,D
3,4,1,1,15,1,6,0.0,E
7,5,2,2,18,1,12,3.28,C
8,4,2,1,24,1,7,2.66,D
4,2,1,1,16,1,7,3.03,D
3,2,1,0,10,1,8,4.44,C
4,3,1,1,13,1,10,3.19,D
4,4,2,1,22,1,7,3.39,C
5,3,0,1,20,1,8,3.18,D
10,6,2,1,22,1,16,2.95,D
5,2,0,1,10,1,10,4.91,B
11,4,6,1,19,1,15,0.0,E
8,5,1,2,13,1,9,2.95,D
5,4,3,3,18,1,16,4.9,B
4,3,1,1,10,1,6,2.68,D
13,6,2,2,21,1,12,4.67,C
4,3,1,1,11,0,8,0.0,E
5,5,1,2,12,2,6,5.32,B
6,3,1,0,16,0,8,0.0,E
4,3,1,1,13,1,7,0.0,E
9,4,2,1,19,1,12,3.49,C
5,4,2,2,30,1,15,3.41,C
4,4,1,1,18,1,7,0.0,E
6,5,2,1,22,1,12,3.17,D
8,5,1,1,23,1,9,0.0,E
6,5,0,1,23,0,8,2.1,D
9,5,3,1,17,1,9,3.12,D
11,4,1,1,19,1,17,2.66,D
19,6,2,1,30,1,20,0.0,E
6,4,3,2,14,1,7,0.0,E
4,3,2,1,15,1,8,3.6,C
4,3,2,1,14,0,8,2.19,D
4,4,2,1,20,1,7,2.21,D
4,3,2,1,19,1,7,3.04,D
5,5,0,1,10,0,8,3.23,D
9,4,4,1,13,2,15,0.0,E
6,3,2,1,10,0,9,2.85,D
6,3,2,1,22,1,8,4.44,C
3,3,2,1,22,1,8,3.24,C
5,3,1,1,14,1,9,4.16,C
5,3,1,1,15,1,6,3.05,D
4,2,0,1,12,0,9,3.56,C
5,2,0,1,9,1,9,3.08,D
6,6,2,2,14,1,10,0.0,E
4,3,0,1,8,0,7,2.63,D
4,5,1,1,12,1,5,0.0,E
9,2,6,2,24,2,8,3.6,C
4,2,1,0,10,1,5,3.87,C
4,4,2,1,16,1,6,0.0,E
5,3,1,2,11,1,5,3.34,C
8,7,1,1,17,2,15,2.64,D
8,5,1,1,13,1,12,0.0,E
4,1,1,1,7,0,5,3.04,D
5,3,2,2,11,1,7,3.72,C
7,3,2,2,11,1,13,4.4,C
6,3,1,1,9,0,8,0.0,E
4,2,0,1,10,0,6,3.54,C
3,2,2,1,12,1,7,0.0,E
3,2,1,1,11,1,9,0.0,E
6,3,1,1,8,0,11,0.0,E
7,4,2,2,19,1,8,2.88,D
7,3,1,2,18,1,7,0.0,E
4,4,1,2,10,1,7,2.71,D
5,2,2,1,20,1,10,3.25,C
5,3,1,1,7,1,6,3.02,D
10,4,2,2,14,1,16,4.24,C
3,3,1,1,11,1,6,3.47,C
5,4,0,1,10,0,8,2.56,D
6,4,1,1,8,1,9,2.43,D
6,2,1,1,12,1,9,0.0,E
4,4,0,1,14,1,9,0.0,E
6,5,0,1,15,1,9,0.0,E
10,4,3,2,21,1,11,4.23,C
5,4,1,2,20,1,8,3.11,D
5,3,1,1,16,1,10,3.02,D
7,4,1,1,15,1,9,2.34,D
4,3,0,1,17,1,4,0.0,E
8,4,2,1,22,1,8,2.96,D
8,4,2,1,16,1,9,0.0,E
5,3,1,1,10,1,5,0.0,E
18,5,3,1,31,1,19,4.85,C
6,5,2,1,17,1,9,3.13,D
5,4,2,1,11,1,9,2.99,D
8,4,1,2,19,1,15,3.89,C
3,2,1,1,8,1,5,3.34,C
5,3,1,1,16,0,10,0.0,E
6,4,1,2,18,2,8,2.46,D
4,3,1,1,13,1,8,0.0,E
6,2,0,1,12,0,8,2.76,D
6,3,1,1,14,0,9,3.4,C
6,3,1,1,16,1,7,0.0,E
8,3,1,1,15,0,9,0.0,E
4,2,1,1,8,1,6,3.18,D
3,2,1,1,7,1,7,2.97,D
6,2,0,1,5,1,3,0.0,E
4,2,0,1,14,1,10,2.39,D
4,4,0,2,15,0,7,0.0,E
5,4,1,1,15,0,8,0.0,E
6,3,0,1,15,1,10,0.0,E
8,4,1,1,23,1,15,3.06,D
5,5,1,3,18,1,10,0.0,E
7,4,1,1,15,1,6,1.87,D
5,5,1,1,21,1,8,0.0,E
7,4,3,1,20,1,12,3.27,C
7,7,1,1,17,1,16,3.41,C
8,3,2,1,24,0,10,2.85,D
3,6,2,2,19,1,9,0.0,E
8,3,2,1,12,1,6,4.89,B
8,5,2,1,18,1,13,3.43,C
4,3,2,2,15,1,10,1.13,E
3,2,0,2,16,1,10,0.0,E
7,4,1,2,10,1,7,3.13,D
7,4,2,0,16,1,11,0.0,E
5,4,0,2,17,1,10,2.62,D
9,4,1,1,15,1,9,3.04,D
5,4,1,1,9,0,8,3.03,D
5,4,5,1,19,1,5,3.25,C
9,5,3,1,18,1,14,3.01,D
8,5,3,0,21,1,7,0.0,E
4,3,0,1,17,0,12,3.39,C
8,3,2,1,11,1,8,0.0,E
7,6,2,2,22,1,12,2.89,D
7,4,2,1,18,1,11,3.42,C
7,4,2,2,14,1,9,3.44,C
4,3,0,1,12,1,7,3.58,C
8,3,0,1,11,1,10,4.71,C
5,2,0,1,8,1,8,3.88,C
5,4,2,1,10,1,6,5.35,B
9,7,0,1,30,2,13,3.51,C
4,2,3,2,16,1,7,3.61,C
9,5,4,1,19,1,13,3.57,C
10,4,3,1,13,1,10,5.95,B
7,5,2,1,23,1,7,2.7,D
6,3,1,2,19,1,9,3.45,C
7,4,3,1,18,1,7,3.59,C
5,4,1,0,24,0,6,0.0,E
15,6,4,2,27,1,16,3.59,C
2,1,1,0,8,0,6,2.62,D
5,3,0,1,28,0,15,3.97,C
5,4,1,1,15,1,6,2.47,D
7,5,2,1,16,1,9,2.63,D
5,2,1,1,9,1,9,3.31,C
5,2,1,1,5,0,12,3.83,C
10,3,3,2,22,1,19,0.0,E
4,2,0,1,5,1,6,2.42,D
2,4,0,1,15,0,2,0.0,E
6,6,2,2,14,1,11,3.89,C
6,4,1,3,15,2,15,4.95,B
4,3,1,1,9,1,11,2.74,D
11,4,3,1,19,1,16,2.09,D
7,4,2,1,17,1,7,3.82,C
18,4,4,1,12,1,14,0.0,E
5,2,0,1,8,1,10,3.18,D
6,3,2,1,18,1,9,3.13,D
4,4,1,2,18,1,9,2.96,D
9,4,2,2,16,1,12,2.6,D
6,4,1,1,14,1,11,0.0,E
5,3,0,1,6,1,6,0.0,E
5,4,0,1,13,1,8,3.3,C
2,4,0,1,22,1,6,0.0,E
4,2,1,1,11,0,6,0.0,E
4,3,2,2,13,2,9,3.98,C
5,6,3,2,19,1,10,3.37,C
4,4,2,2,19,1,10,0.0,E
6,6,1,1,20,0,9,0.0,E
6,3,2,1,14,1,11,3.32,C
9,4,4,2,28,1,9,2.57,D
7,4,2,1,21,1,8,2.54,D
4,3,1,1,12,2,8,0.0,E
5,4,1,1,20,1,9,2.77,D
5,4,2,2,19,2,10,3.15,D
6,3,1,1,21,1,7,3.93,C
5,2,2,1,20,1,7,2.6,D
17,6,2,1,30,1,16,2.19,D
