BANHEIROS,COZINHA,LABORATÓRIO,ESPORTE,SALAS DE AULA,LEITURA,OUTROS,IDESP_AF,CLASSIFICACAO_NOTA
6,3,1,1,9,0,8,3.27,C
5,3,2,2,15,2,19,2.03,D
6,3,2,1,18,1,10,3.2,D
6,5,2,3,29,1,12,3.23,D
3,3,5,2,14,1,7,2.63,D
5,4,3,1,15,1,10,3.85,C
4,4,2,1,14,1,8,3.71,C
7,4,2,2,19,1,13,3.75,C
6,4,2,1,18,1,11,3.47,C
10,4,3,2,23,1,9,3.88,C
10,4,5,2,15,1,11,3.62,C
6,4,0,2,18,0,12,3.2,D
9,4,3,1,35,2,13,2.79,D
4,3,2,2,20,1,6,3.65,C
13,5,2,2,19,1,15,2.39,D
4,5,2,2,15,1,10,2.98,D
7,5,3,2,20,2,9,2.06,D
8,3,3,2,21,1,19,3.18,D
6,6,3,3,20,1,18,3.2,D
5,4,2,2,30,1,15,3.49,C
10,4,3,2,21,1,11,4.6,C
9,5,1,2,22,1,15,3.18,D
8,4,1,1,24,1,13,2.37,D
7,6,3,2,24,4,21,3.67,C
6,5,2,3,11,1,8,3.49,C
5,4,3,2,26,1,10,3.54,C
4,3,2,1,16,1,8,2.92,D
8,6,2,2,29,1,19,3.14,D
2,3,1,1,18,1,8,3.47,C
13,4,8,1,17,1,16,4.9,B
7,4,3,3,21,1,14,4.09,C
4,3,3,2,12,1,11,3.13,D
4,4,4,2,20,1,9,3.95,C
4,4,0,2,27,0,12,2.78,D
5,6,2,1,16,1,7,2.38,D
10,4,2,1,18,1,10,2.75,D
9,2,1,1,14,1,9,3.87,C
3,2,1,1,10,1,6,2.78,D
4,3,0,1,8,0,4,2.15,D
7,3,1,1,13,1,9,2.76,D
12,5,2,1,22,1,15,2.89,D
4,5,1,2,19,1,13,3.43,C
6,4,1,2,19,1,8,2.71,D
5,3,2,2,17,1,11,2.95,D
5,3,1,1,13,1,7,2.58,D
5,3,1,2,10,1,7,2.59,D
5,2,1,1,8,1,6,1.76,D
1,2,2,0,14,1,7,3.33,C
6,3,1,1,11,1,8,3.52,C
2,2,2,1,8,0,6,1.94,D
5,4,3,1,19,1,10,4.06,C
5,3,1,0,10,1,9,2.33,D
7,3,1,1,8,1,5,3.54,C
5,3,0,1,7,1,7,2.97,D
5,3,1,0,13,0,13,2.61,D
11,4,1,2,13,1,13,3.32,C
4,2,1,1,11,1,7,3.31,C
4,3,1,1,10,1,9,3.63,C
6,3,1,2,14,1,13,3.35,C
8,4,2,2,14,1,7,3.76,C
4,3,2,1,12,1,8,3.06,D
4,3,2,2,11,1,6,2.85,D
5,2,0,1,18,1,10,2.21,D
5,2,0,1,10,1,8,3.48,C
13,7,2,3,23,1,16,2.98,D
6,2,1,1,8,0,5,1.91,D
9,4,3,1,22,1,13,2.5,D
5,3,0,1,11,1,7,3.63,C
6,2,1,1,14,1,12,2.57,D
5,4,1,1,11,1,8,2.68,D
7,5,2,1,20,1,13,3.2,D
8,5,1,2,15,1,6,2.38,D
7,5,2,2,18,1,13,3.37,C
2,4,1,1,13,1,8,2.48,D
6,3,1,1,8,1,6,3.39,C
5,3,2,2,15,1,13,3.76,C
10,4,5,2,20,1,15,4.0,C
12,4,2,1,13,0,10,5.13,B
10,6,2,2,24,1,12,3.52,C
6,2,0,1,13,1,11,4.51,C
8,5,3,1,14,1,9,3.38,C
6,5,2,1,18,1,8,3.22,D
6,3,1,1,17,1,7,4.46,C
5,4,3,2,16,1,7,2.75,D
3,2,2,1,17,1,5,2.3,D
5,4,2,2,18,1,7,3.04,D
4,2,1,1,8,1,6,3.25,C
4,3,3,1,17,1,7,2.98,D
4,1,1,0,5,1,6,2.95,D
4,4,2,2,18,1,9,3.25,C
6,4,1,1,19,1,13,3.23,D
5,6,2,1,19,1,14,2.33,D
7,3,0,1,15,2,12,3.04,D
11,4,3,1,20,1,18,2.3,D
5,3,0,1,9,1,7,4.07,C
13,5,3,2,29,0,12,2.61,D
6,4,0,1,13,1,4,3.68,C
9,1,1,1,23,1,18,2.73,D
10,3,2,1,21,1,9,3.36,C
6,3,1,2,15,1,8,2.64,D
5,2,2,1,18,0,11,2.55,D
7,2,1,1,12,0,11,3.52,C
6,3,2,1,22,1,9,3.19,D
8,4,1,1,14,1,6,2.91,D
8,4,0,1,21,1,11,3.8,C
6,5,4,2,21,0,9,2.7,D
9,5,1,1,19,1,11,3.48,C
5,3,3,1,11,0,10,2.27,D
4,5,2,1,21,1,9,3.9,C
5,3,2,1,15,1,9,3.85,C
17,6,3,2,27,2,17,3.53,C
4,5,3,2,17,1,8,2.54,D
4,4,1,1,11,1,9,2.41,D
7,4,2,2,19,1,11,2.66,D
4,3,1,2,10,1,7,2.74,D
2,3,2,1,10,1,7,4.11,C
4,6,1,1,19,1,12,3.3,C
4,3,1,1,10,1,10,4.36,C
4,3,2,1,17,1,10,3.43,C
9,4,2,2,20,1,13,4.02,C
4,4,1,1,11,1,6,2.46,D
6,4,2,1,18,1,16,3.45,C
5,5,1,1,14,0,9,2.87,D
5,2,0,2,10,1,8,2.82,D
6,5,1,1,14,1,12,2.29,D
4,2,3,1,10,0,9,3.56,C
9,5,3,1,17,1,9,2.73,D
5,3,1,1,17,0,11,3.36,C
6,2,1,1,9,1,6,2.69,D
7,3,1,2,15,1,12,2.97,D
6,4,2,1,15,1,7,3.3,C
5,3,0,1,10,0,8,2.63,D
9,3,1,1,18,0,7,3.6,C
3,2,0,1,9,0,9,3.42,C
6,3,0,2,10,0,9,3.93,C
5,2,1,1,8,1,8,2.95,D
5,2,1,0,8,0,4,3.47,C
9,5,1,1,17,2,14,2.22,D
6,2,0,1,14,1,8,3.17,D
7,4,2,1,20,1,13,3.05,D
7,2,1,1,11,1,10,3.54,C
4,2,1,1,6,1,8,3.55,C
6,2,1,1,17,0,6,2.81,D
5,4,1,2,12,1,10,2.12,D
5,4,1,1,8,1,5,3.7,C
5,4,1,1,10,0,7,2.29,D
4,4,1,1,13,1,7,2.4,D
5,5,2,1,13,1,8,2.42,D
6,3,1,1,11,1,7,2.98,D
3,3,1,1,9,1,5,2.09,D
3,2,2,1,17,0,6,1.99,D
5,5,2,1,18,1,6,3.06,D
5,4,1,1,11,0,7,2.35,D
5,3,1,2,23,1,10,3.74,C
5,3,1,1,13,1,6,2.83,D
6,3,2,2,19,1,16,2.78,D
8,4,1,1,27,1,23,2.81,D
6,4,2,1,17,1,12,3.24,C
10,3,1,1,10,0,8,2.58,D
9,3,0,1,21,1,7,3.17,D
6,2,0,1,11,1,6,2.9,D
6,4,1,0,9,1,6,3.33,C
19,4,2,1,24,1,7,2.27,D
5,4,1,1,9,0,8,2.85,D
5,3,1,1,7,1,12,4.18,C
7,4,1,1,19,1,12,1.82,D
6,3,1,1,10,1,7,3.75,C
5,4,0,1,12,1,9,3.74,C
6,4,1,1,10,1,3,3.63,C
10,4,1,1,13,1,8,2.18,D
4,4,1,1,16,1,7,3.03,D
7,6,2,1,10,1,15,2.33,D
8,5,2,2,16,1,7,3.41,C
6,5,3,0,23,0,10,2.67,D
9,4,1,1,12,1,11,2.24,D
6,2,0,1,9,1,6,2.84,D
6,5,1,1,18,1,7,3.43,C
6,2,1,1,7,1,7,3.75,C
8,3,1,1,16,1,11,2.53,D
8,4,1,1,7,1,7,3.08,D
9,5,2,1,25,1,12,2.61,D
5,4,1,1,15,1,9,2.41,D
7,3,2,1,15,1,7,2.72,D
4,4,1,1,16,0,8,3.08,D
10,3,1,1,17,1,9,2.68,D
7,6,1,0,26,1,10,3.36,C
5,4,0,2,9,0,9,3.17,D
6,4,1,2,21,1,7,2.84,D
5,3,0,1,10,1,4,3.83,C
9,4,2,1,20,1,14,4.26,C
5,4,1,1,16,1,8,3.14,D
6,5,2,2,16,1,13,2.99,D
4,3,1,1,8,1,4,3.46,C
5,4,1,1,7,1,6,2.97,D
4,2,0,0,9,0,5,1.96,D
3,5,2,1,21,1,10,2.7,D
5,4,4,0,31,1,9,2.88,D
5,3,0,1,10,1,5,0.13,E
5,4,0,1,15,1,8,2.51,D
9,3,2,1,18,0,9,2.74,D
5,5,2,1,10,1,10,2.95,D
5,4,2,1,15,1,8,2.73,D
5,5,1,1,7,0,6,1.57,E
5,2,1,1,23,0,7,2.93,D
3,3,2,1,16,2,7,3.38,C
6,3,1,1,16,1,8,4.23,C
6,2,1,1,6,1,7,2.83,D
3,4,0,1,8,1,7,2.61,D
8,3,0,1,11,0,11,2.96,D
6,2,0,2,13,0,6,3.41,C
4,4,2,0,12,1,5,1.67,D
4,2,1,1,12,1,6,1.94,D
6,4,2,1,21,1,10,1.9,D
3,4,1,1,17,1,5,3.14,D
8,7,2,1,18,1,7,2.61,D
5,3,2,1,9,1,9,3.02,D
6,4,2,1,8,1,6,3.42,C
6,3,1,1,18,1,12,2.89,D
4,4,2,0,13,1,8,2.66,D
9,3,2,1,16,0,6,2.9,D
6,4,0,1,19,0,5,2.19,D
5,2,1,2,19,1,8,2.37,D
5,4,1,1,16,1,5,3.79,C
9,5,2,1,17,1,6,3.48,C
3,5,2,1,23,1,9,2.29,D
8,3,3,1,18,1,4,1.86,D
12,5,3,2,26,1,19,2.24,D
10,5,2,1,24,1,12,2.79,D
8,3,2,1,18,1,7,2.26,D
6,4,2,1,21,1,7,3.51,C
5,6,2,2,21,2,7,2.92,D
2,2,0,0,11,0,6,3.36,C
6,2,2,0,13,0,5,2.61,D
6,3,0,1,11,1,8,2.72,D
5,3,1,1,11,1,6,3.47,C
5,3,1,1,9,1,8,3.59,C
7,3,1,1,13,1,7,3.0,D
6,4,3,1,14,1,10,4.29,C
5,5,1,1,15,1,11,3.45,C
17,4,2,1,21,2,11,3.56,C
5,3,1,0,6,1,9,3.27,C
5,5,1,1,18,1,8,3.06,D
4,1,1,1,10,1,12,3.83,C
3,2,2,1,4,0,4,1.46,E
5,5,1,1,16,1,9,2.74,D
7,3,2,1,15,1,15,3.15,D
6,3,1,0,4,0,4,3.33,C
5,3,2,1,15,1,6,2.27,D
3,2,1,1,4,0,5,3.42,C
4,2,1,1,8,1,5,2.92,D
6,5,2,1,11,1,8,3.28,C
5,4,1,1,13,1,8,3.04,D
4,2,1,1,11,1,12,2.22,D
7,5,2,1,15,1,9,3.3,C
3,1,1,1,13,0,6,3.13,D
7,3,1,1,5,1,7,4.35,C
6,2,1,1,8,1,6,3.1,D
6,5,2,1,12,1,12,3.7,C
4,4,1,1,11,1,6,2.57,D
6,4,1,1,18,1,8,3.93,C
18,8,3,3,31,1,14,3.41,C
9,5,0,1,16,1,13,2.79,D
0,0,0,0,9,0,2,3.33,C
4,4,1,1,11,1,5,2.38,D
6,3,4,1,11,1,5,4.12,C
6,3,1,1,10,1,7,3.66,C
5,3,1,1,11,1,8,2.74,D
6,4,2,1,15,1,18,2.66,D
4,3,2,1,9,1,8,3.19,D
7,3,1,1,17,1,9,2.3,D
2,2,0,0,7,0,4,3.43,C
12,3,2,0,27,1,9,3.39,C
7,5,1,1,13,1,13,2.99,D
8,4,2,2,14,1,7,2.58,D
7,4,2,2,16,0,9,2.05,D
12,4,2,1,22,1,10,2.72,D
5,4,2,2,22,1,14,2.54,D
5,3,1,1,15,1,9,2.57,D
5,6,1,1,13,1,12,3.35,C
6,4,2,1,19,1,7,2.8,D
6,4,1,1,14,1,7,2.75,D
6,5,2,0,14,1,7,2.41,D
5,4,2,1,22,0,10,3.68,C
12,4,2,2,17,1,9,1.96,D
5,3,2,1,14,1,6,2.74,D
4,3,2,1,23,1,10,2.82,D
5,4,1,1,19,1,9,3.65,C
5,3,2,1,22,1,6,2.74,D
4,4,1,1,17,1,8,3.25,C
7,3,1,2,14,1,5,4.3,C
4,4,1,1,14,0,8,3.31,C
5,4,1,1,22,1,12,3.86,C
11,5,2,1,17,1,11,2.59,D
4,5,2,0,11,1,8,3.03,D
4,3,1,2,18,1,8,3.15,D
7,3,1,1,17,1,10,3.14,D
11,6,1,1,13,1,7,2.74,D
6,2,1,1,19,1,7,2.93,D
4,3,2,1,13,1,7,2.68,D
5,5,1,1,23,0,7,2.62,D
5,5,2,1,16,1,8,3.07,D
6,5,1,1,16,1,7,3.18,D
3,4,0,1,21,2,8,1.84,D
5,4,2,1,14,1,9,1.79,D
6,4,2,1,20,1,8,4.17,C
5,2,1,0,17,1,8,3.24,C
5,6,1,1,20,1,12,3.72,C
5,7,1,1,13,1,10,2.04,D
4,2,1,1,8,1,7,2.79,D
9,4,3,3,18,1,12,3.05,D
4,4,1,1,12,1,5,2.57,D
2,3,0,1,9,0,8,3.28,C
5,6,2,1,11,1,7,3.65,C
5,2,1,1,4,1,6,0.51,E
7,4,0,1,10,0,8,3.48,C
2,5,2,1,17,2,7,2.74,D
5,2,0,1,9,1,8,2.82,D
7,4,2,1,18,2,9,2.75,D
5,1,1,1,12,1,8,3.53,C
5,3,0,1,8,0,6,3.48,C
6,6,1,2,19,2,10,2.78,D
5,3,1,1,10,1,8,3.39,C
4,1,1,0,6,1,8,2.95,D
5,4,1,1,7,1,6,3.29,C
5,2,0,1,5,0,6,3.33,C
5,2,0,1,4,1,7,3.23,D
8,2,1,1,12,0,7,3.55,C
7,4,1,1,23,0,8,2.69,D
5,3,1,1,6,1,9,3.1,D
6,5,1,1,11,1,10,2.42,D
5,2,1,1,7,1,5,0.21,E
5,3,2,1,12,1,9,4.26,C
5,5,1,1,20,1,13,3.26,C
5,3,1,1,10,1,5,3.42,C
5,3,1,1,11,0,8,3.13,D
5,2,1,1,11,1,6,3.05,D
5,2,1,0,4,1,6,0.28,E
8,4,2,1,12,2,13,2.35,D
4,3,3,1,11,1,9,2.4,D
7,3,1,1,11,1,6,2.64,D
6,3,0,1,14,0,6,2.81,D
4,2,3,2,8,1,10,2.65,D
5,2,1,1,6,1,9,4.03,C
6,4,0,1,13,1,11,3.16,D
6,3,0,1,9,0,8,3.68,C
2,4,2,2,12,1,7,3.06,D
3,4,2,1,20,1,6,2.72,D
5,4,1,1,15,0,7,2.68,D
5,3,0,1,14,1,8,2.61,D
6,2,0,1,8,1,5,3.2,D
4,3,1,0,9,0,6,2.5,D
8,5,1,2,11,1,10,2.72,D
4,2,1,1,12,1,9,2.5,D
6,4,0,1,19,1,12,2.46,D
2,3,2,2,23,1,8,2.89,D
5,2,1,1,6,0,5,3.37,C
6,3,1,1,6,1,10,3.41,C
9,5,1,2,17,1,11,2.42,D
5,5,1,1,20,1,8,2.7,D
5,3,1,1,9,1,7,4.57,C
12,4,1,1,18,0,7,2.49,D
3,2,0,0,5,0,5,0.28,E
8,5,1,1,16,1,9,2.71,D
9,4,0,1,17,0,9,2.9,D
7,2,1,1,10,1,7,3.23,D
7,4,3,1,19,1,8,3.5,C
7,4,2,1,12,1,9,3.87,C
6,3,1,1,11,1,7,3.05,D
17,4,3,2,35,1,18,3.22,D
4,3,1,1,11,1,5,3.14,D
4,3,1,1,12,1,9,3.4,C
6,4,1,1,12,1,8,2.6,D
5,3,1,1,13,1,11,1.94,D
6,3,2,1,11,1,8,2.82,D
6,4,2,1,11,1,10,2.97,D
6,5,1,1,22,1,11,2.33,D
2,3,2,1,22,1,10,1.92,D
5,4,1,1,14,1,8,3.03,D
6,3,1,1,14,1,8,2.72,D
4,2,1,1,6,0,4,3.21,D
5,3,1,1,4,0,8,4.63,C
5,3,2,1,14,2,8,4.14,C
6,3,2,1,16,1,10,3.18,D
7,4,2,1,17,1,9,2.75,D
7,4,2,1,21,0,8,3.61,C
5,2,2,1,12,1,12,3.24,C
5,3,1,1,21,1,8,2.83,D
8,6,2,2,25,1,10,2.28,D
5,2,1,1,10,1,9,4.5,C
7,4,1,1,12,1,6,3.28,C
4,3,1,1,11,1,8,2.28,D
5,4,2,2,16,0,14,3.01,D
6,5,2,2,19,1,9,2.99,D
4,5,1,1,16,1,11,2.75,D
5,4,2,1,12,1,5,3.52,C
6,4,1,1,15,1,9,2.72,D
5,5,1,2,11,1,9,4.34,C
6,2,2,1,10,1,7,2.77,D
5,2,2,1,15,1,8,3.2,D
6,3,1,2,10,1,13,2.95,D
4,2,1,1,6,0,6,3.48,C
4,4,1,1,13,1,9,2.8,D
7,3,4,0,17,1,11,3.32,C
2,5,1,1,10,1,8,2.6,D
5,4,1,1,22,1,7,2.44,D
5,3,0,2,14,0,8,3.03,D
9,5,1,1,14,0,8,3.15,D
4,3,1,1,10,1,8,3.35,C
4,2,0,1,8,1,6,4.13,C
7,5,1,1,18,1,8,2.71,D
8,5,1,1,21,0,14,4.16,C
4,4,1,1,20,1,9,2.78,D
5,5,2,1,8,1,7,4.55,C
4,3,1,1,17,0,6,3.25,C
4,3,1,1,8,1,6,1.56,E
4,2,1,2,7,1,8,2.49,D
2,3,1,1,7,1,6,2.75,D
5,3,1,1,15,1,9,3.3,C
5,4,0,1,14,1,7,2.93,D
2,3,2,1,13,1,7,2.35,D
5,3,0,1,13,0,5,3.56,C
6,3,2,1,11,1,7,3.06,D
4,2,1,1,9,0,5,4.17,C
4,4,2,1,10,1,7,3.61,C
8,3,1,1,15,0,9,2.75,D
4,2,1,1,9,1,6,2.49,D
6,3,1,1,12,1,6,3.37,C
6,3,1,1,14,1,8,2.66,D
10,5,0,0,17,1,7,3.3,C
3,3,1,1,11,1,7,3.16,D
5,3,1,0,9,0,6,3.56,C
4,2,0,1,13,1,5,2.92,D
6,5,0,1,16,1,6,2.8,D
5,5,2,0,12,0,10,2.86,D
5,4,1,1,8,1,12,3.5,C
5,4,0,1,14,0,9,3.71,C
2,1,1,1,5,1,6,0.13,E
5,4,0,1,20,1,9,1.92,D
6,3,0,1,19,0,14,3.01,D
3,3,0,0,8,0,8,4.71,C
6,5,0,1,12,1,9,3.26,C
6,5,2,2,16,1,10,3.43,C
4,5,0,2,16,0,6,3.4,C
3,5,1,1,20,1,9,2.75,D
6,4,1,1,25,1,7,2.58,D
6,2,1,1,12,1,10,2.73,D
5,3,1,1,16,1,8,2.97,D
5,4,1,2,12,1,9,3.0,D
5,2,1,0,11,1,5,2.78,D
4,2,0,1,8,1,8,3.4,C
4,3,1,1,8,0,5,2.88,D
6,4,1,1,13,1,9,1.59,E
4,4,0,1,17,1,9,3.33,C
4,3,0,1,10,0,7,3.61,C
7,2,2,2,16,1,7,1.98,D
7,4,1,1,14,0,14,1.99,D
6,3,1,1,12,2,9,2.71,D
5,4,1,1,12,1,8,3.19,D
4,1,1,1,11,1,7,4.23,C
6,3,2,1,7,1,7,3.44,C
4,1,1,2,10,1,7,3.14,D
5,5,1,1,10,1,11,3.54,C
6,6,1,4,15,1,15,2.32,D
4,1,1,1,10,1,3,3.13,D
4,3,1,1,9,0,5,3.37,C
3,2,1,1,5,0,4,0.23,E
5,2,1,1,10,0,10,3.8,C
4,5,4,1,9,1,8,4.75,C
5,2,1,1,11,1,7,3.44,C
4,4,0,1,12,1,6,3.69,C
4,4,2,1,13,1,9,3.21,D
4,2,0,1,12,0,5,3.4,C
8,6,2,1,19,1,11,1.99,D
4,2,1,1,8,0,5,3.63,C
7,3,1,1,12,0,15,3.58,C
9,5,2,1,17,1,9,2.77,D
4,4,2,1,17,1,10,3.89,C
5,5,2,1,11,1,12,3.73,C
6,4,1,1,22,0,7,3.04,D
4,3,2,1,14,1,10,3.07,D
12,4,2,1,28,1,11,3.57,C
5,4,1,2,18,1,8,2.77,D
11,5,1,1,20,0,13,4.04,C
9,7,3,1,19,1,10,3.77,C
4,4,0,1,14,1,5,2.87,D
4,2,0,1,6,0,4,2.67,D
4,2,0,1,8,0,6,3.6,C
2,4,0,2,20,0,6,3.57,C
6,5,0,1,11,1,8,3.28,C
7,3,0,2,25,1,9,3.62,C
4,5,2,1,19,1,12,2.86,D
4,3,1,1,10,1,9,3.93,C
4,3,1,1,9,0,6,4.19,C
5,4,1,1,13,1,13,3.46,C
5,2,1,2,9,0,7,3.08,D
6,1,1,1,14,1,12,4.54,C
3,3,1,3,8,2,4,2.95,D
4,2,0,1,11,0,7,3.66,C
7,5,2,1,18,2,14,3.71,C
5,2,1,1,11,1,9,2.67,D
4,4,1,1,13,1,6,2.82,D
5,4,1,1,12,1,10,4.79,C
6,4,1,1,8,1,6,1.67,D
6,4,1,2,9,1,6,2.44,D
5,6,3,2,12,1,17,2.53,D
10,5,1,1,15,1,14,3.2,D
4,3,0,1,12,0,6,3.8,C
6,4,1,1,10,1,6,3.02,D
4,3,1,1,10,0,6,3.29,C
4,5,2,3,18,1,9,3.06,D
4,2,0,1,8,0,4,2.52,D
6,4,0,2,15,1,15,3.5,C
6,4,2,1,18,1,6,3.39,C
8,5,2,1,11,1,12,3.36,C
6,4,2,1,13,1,11,3.25,C
7,5,1,1,22,1,11,3.04,D
7,5,2,1,12,0,7,2.09,D
8,3,2,1,13,1,14,2.61,D
4,4,1,1,7,1,5,3.49,C
7,4,2,1,13,1,5,3.39,C
6,4,0,2,12,1,7,2.34,D
9,6,2,1,14,1,10,2.42,D
5,3,3,0,11,1,11,2.58,D
6,5,1,0,22,1,7,3.32,C
4,5,1,1,23,1,8,3.55,C
7,5,0,1,16,0,8,2.83,D
4,4,2,1,13,1,9,2.97,D
7,3,4,1,11,1,6,3.92,C
10,4,2,1,11,1,12,3.24,C
7,3,1,1,4,1,6,3.55,C
10,6,4,1,12,1,10,4.32,C
6,3,2,1,16,1,9,2.6,D
9,3,2,1,13,1,16,2.21,D
4,3,2,1,12,1,8,3.59,C
5,5,1,1,8,1,5,2.5,D
4,3,1,1,10,1,6,2.52,D
6,4,1,1,10,0,6,1.97,D
12,0,1,1,14,2,7,3.01,D
8,3,0,1,14,1,12,3.69,C
5,4,1,1,15,1,10,2.82,D
6,3,1,1,17,1,9,3.54,C
6,5,2,1,13,2,12,1.83,D
5,3,2,2,16,1,11,3.02,D
6,3,1,1,16,0,13,2.04,D
6,3,0,1,12,1,6,2.87,D
4,4,1,1,15,1,9,2.58,D
6,2,0,1,12,1,7,3.04,D
4,2,1,2,12,2,8,3.78,C
5,1,2,2,11,1,6,3.47,C
4,1,1,1,7,0,4,2.3,D
6,4,4,2,19,1,13,3.61,C
4,5,1,1,13,0,10,2.69,D
6,5,2,1,16,1,13,3.79,C
5,3,1,2,13,2,9,3.98,C
4,3,1,1,4,1,6,3.49,C
6,3,1,1,12,0,7,2.67,D
4,2,1,2,7,0,4,2.01,D
9,6,3,2,23,1,9,2.47,D
8,2,1,0,8,1,6,3.91,C
6,4,1,1,13,1,8,3.14,D
8,2,1,1,5,0,6,3.17,D
5,5,2,1,14,1,11,3.83,C
5,1,1,1,18,0,6,2.33,D
5,5,1,0,15,1,10,2.79,D
6,4,2,1,10,1,11,3.97,C
7,4,1,1,14,0,11,2.72,D
5,4,1,1,17,1,11,3.38,C
5,3,2,1,20,1,7,2.79,D
4,6,2,1,17,0,11,2.56,D
4,4,2,1,5,0,3,2.53,D
4,2,1,1,9,1,6,2.73,D
10,5,2,1,20,2,9,2.71,D
4,5,2,1,21,1,10,3.88,C
11,4,2,1,22,1,9,3.08,D
4,4,1,1,11,0,11,2.76,D
12,3,2,1,20,1,9,2.67,D
8,4,3,1,16,1,12,3.57,C
6,3,1,1,16,1,8,3.21,D
5,3,2,1,26,1,8,2.71,D
9,5,1,1,10,1,7,1.93,D
5,4,2,2,22,1,10,2.86,D
5,3,1,1,15,2,7,0.3,E
5,2,2,1,14,1,8,2.33,D
8,5,2,1,12,1,8,2.79,D
4,4,2,1,9,1,6,4.03,C
6,4,1,2,13,1,12,3.27,C
8,4,2,1,14,1,13,4.35,C
5,4,2,2,22,2,8,2.28,D
11,7,1,2,20,0,11,3.33,C
7,2,0,1,11,1,6,2.65,D
6,2,1,1,6,1,7,2.15,D
4,2,1,1,6,0,10,2.28,D
8,4,2,1,20,1,7,3.55,C
6,5,1,1,10,0,7,3.94,C
3,3,1,1,15,1,5,2.1,D
5,3,1,1,15,0,10,2.79,D
6,3,0,1,11,0,6,3.24,C
6,3,0,1,10,0,10,2.36,D
4,4,3,1,16,0,12,2.93,D
5,3,2,1,9,1,11,3.37,C
5,3,2,1,7,1,5,3.33,C
6,3,1,1,10,1,5,2.98,D
6,5,1,1,19,0,11,2.86,D
8,4,2,1,13,0,17,3.21,D
5,4,1,2,14,1,8,3.02,D
6,2,0,1,15,0,6,3.78,C
6,4,2,1,11,1,8,2.38,D
6,2,1,1,14,1,10,4.44,C
6,3,0,1,6,1,9,2.67,D
5,4,1,1,15,1,7,3.22,D
6,3,1,1,12,1,5,2.11,D
7,3,1,1,11,1,7,3.1,D
6,3,2,1,12,1,9,2.68,D
5,4,1,1,13,1,8,2.68,D
6,2,1,1,12,0,9,2.81,D
8,3,1,1,25,0,8,3.3,C
6,2,1,1,15,1,12,2.99,D
10,4,0,1,17,1,7,3.27,C
0,1,2,1,17,1,6,2.26,D
3,5,2,2,22,0,10,2.34,D
9,4,1,1,15,1,8,2.77,D
3,3,0,1,16,0,6,2.4,D
8,4,2,1,20,1,9,3.09,D
6,5,1,1,18,1,10,2.8,D
6,2,1,1,6,0,4,0.91,E
5,2,3,1,16,1,6,2.7,D
7,4,2,1,24,1,8,2.84,D
6,5,1,1,14,1,12,3.18,D
6,4,1,1,12,1,10,4.2,C
4,4,2,1,17,1,11,2.69,D
7,3,1,1,15,1,9,2.5,D
6,6,1,1,11,1,7,2.65,D
5,5,1,1,8,1,7,3.22,D
6,5,2,1,16,1,8,2.18,D
7,4,2,0,16,1,11,3.3,C
9,5,1,1,18,1,7,2.32,D
10,3,2,1,23,1,9,1.74,D
6,4,0,1,19,1,7,2.78,D
12,4,1,1,13,1,10,3.0,D
7,4,2,1,13,1,6,3.76,C
9,4,1,1,9,1,13,3.43,C
7,3,2,1,9,1,10,2.19,D
6,5,1,2,8,1,8,2.64,D
6,4,2,1,11,1,8,3.08,D
7,5,3,1,23,1,7,2.03,D
6,4,1,1,9,1,4,2.29,D
6,4,0,1,18,0,9,2.43,D
7,4,2,1,13,1,8,3.82,C
8,7,3,1,15,1,9,2.06,D
6,4,0,1,19,0,6,3.13,D
8,5,4,1,14,1,11,2.18,D
8,4,3,1,13,1,8,0.96,E
9,5,3,1,17,1,10,3.41,C
7,5,1,1,9,1,4,3.3,C
6,4,2,1,9,1,7,4.58,C
9,6,2,1,12,1,7,2.16,D
9,5,3,1,14,1,7,3.3,C
8,6,0,1,14,1,8,2.03,D
10,5,3,1,10,1,7,2.56,D
6,5,4,1,12,1,9,2.46,D
9,4,3,1,15,1,9,3.09,D
11,3,1,1,13,1,9,3.43,C
4,4,1,1,10,1,9,3.28,C
7,4,1,2,18,1,13,2.61,D
3,2,1,1,12,0,7,2.96,D
3,5,2,1,20,0,8,2.73,D
7,4,1,1,20,1,10,2.6,D
3,1,2,2,13,1,13,2.59,D
9,3,1,2,14,1,10,2.5,D
6,3,1,1,11,0,11,2.29,D
4,5,3,2,17,1,7,2.77,D
7,5,2,2,16,2,14,3.41,C
7,2,2,1,15,1,6,3.01,D
4,2,1,1,14,0,8,4.11,C
4,2,1,1,7,0,6,2.83,D
7,2,1,1,18,1,8,2.55,D
4,2,1,1,10,1,5,3.11,D
5,5,2,1,18,1,10,1.91,D
11,7,2,1,18,1,14,3.15,D
6,5,4,1,21,1,14,2.86,D
4,4,2,1,10,0,7,3.02,D
7,2,2,1,14,1,9,3.32,C
9,5,2,1,11,1,6,3.94,C
2,1,0,1,6,1,6,3.72,C
5,3,1,0,7,1,6,3.71,C
7,5,1,1,20,1,7,2.08,D
7,5,1,1,13,1,9,2.68,D
5,4,1,0,13,1,4,2.29,D
5,2,1,0,20,1,10,2.72,D
8,3,0,1,14,0,11,2.2,D
4,3,2,1,10,1,11,4.26,C
4,2,0,1,8,0,5,2.65,D
7,3,1,1,10,1,10,3.24,C
7,5,2,1,15,1,16,2.87,D
4,3,2,2,12,1,7,2.4,D
5,4,2,2,21,1,7,3.34,C
